logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol
472.478	1412.72582608696	4.54691754558582	0.000163748085520555	0.109573668906935	-2.10914084319373	TRIP12
24.8614541666667	65.8416043478261	4.50959429873395	0.000179255559950743	0.115337163939076	-2.13569753409072	LNPEP
-27.734249	30.8378713043478	-4.38171226182432	0.000244460493603729	0.138956896922791	-2.22776996058503	NT5E
-15.6083691666667	14.6217113043478	-4.37080586351983	0.000251017697225666	0.138956896922791	-2.23569833757385	TMEM252
-694.275733333333	1623.13647826087	-4.36990600820007	0.000251566516654936	0.138956896922791	-2.23635301003397	PCBP2
-14.1829456333333	9.96675534782609	-4.35652850276057	0.000259868590038399	0.138956896922791	-2.24609496800737	PDE4D
-367.413108333333	717.957130434783	-4.3386223147258	0.000271412118302277	0.138956896922791	-2.25916236014549	SYTL1
971.717208333333	2200.04273913043	4.32272225589612	0.000282091903679558	0.138956896922791	-2.27079196545026	MTHFD2
-16.8446658333333	25.3185608695652	-4.32266729220042	0.000282129541872882	0.138956896922791	-2.27083220954306	EDN1
-882.402583333333	2517.88130434783	-4.31081626017792	0.000290363397526382	0.138956896922791	-2.27951629462203	ARHGAP9
-42.717215	112.18642173913	-4.31030753394243	0.000290722182575031	0.138956896922791	-2.2798893779773	BCAS3
369.60455	607.425695652174	4.29261843395956	0.000303477299265942	0.139866854251387	-2.29287748445501	MRPL27
36.1579579166667	37.6372856521739	4.26890529895118	0.000321458497254465	0.139866854251387	-2.31033568172475	POLR1A
-19.5050318333333	29.1679895652174	-4.26886269648632	0.000321491742034991	0.139866854251387	-2.31036709486621	DIXDC1
-33.8234066666666	72.2692565217391	-4.2630387624021	0.000326068941108499	0.139866854251387	-2.31466302065339	ZNF318
-20.6938520833333	20.2605982608696	-4.22089387036212	0.000361190941362494	0.144968110774337	-2.34584559162985	NDUFA2
-16.3895075	18.5853782608696	-4.22005656037495	0.00036192573035387	0.144968110774337	-2.3464667894323	FAM76A
-48.2004215	66.32563	-4.21684088113504	0.000364761581000754	0.144968110774337	-2.34885309671048	LRRC14
-56.1260366666667	77.1488130434783	-4.18398462557854	0.000395039267449637	0.144968110774337	-2.37328986834956	SPIB
-180.60755	380.611217391304	-4.18163324747881	0.000397299915015101	0.144968110774337	-2.37504249377185	DYRK2
24.5884804166667	30.6839917391304	4.17799367712577	0.000400824529745114	0.144968110774337	-2.37775627999413	SCIN
-31.5371108333333	40.7737565217391	-4.17501940521307	0.000403728013077593	0.144968110774337	-2.37997489143866	ZCCHC3
-79.1337941666667	97.1758913043478	-4.16756373180539	0.00041109880182957	0.144968110774337	-2.38553986020765	FEZ1
-465.83805	1251.93382608696	-4.16033617732368	0.000418372185606187	0.144968110774337	-2.39093935721049	CDC42SE1
17.20569825	26.3812113043478	4.15006286885315	0.000428932055629865	0.144968110774337	-2.39862234242565	TNS4
-32.68151	48.7550217391304	-4.14590236968239	0.000433283850721313	0.144968110774337	-2.40173650184061	TCEA2
-570.24145	701.983652173913	-4.12465804027731	0.000456200770855789	0.148780820216287	-2.41766206446136	CD160
-81.5736116666666	160.673943478261	-4.11903466996165	0.000462466534236771	0.148780820216287	-2.42188425308059	GCHFR
-127.38025	218.407673913043	-4.10316408980852	0.000480616481410089	0.15170251165112	-2.43381533902902	ZNF329
-19.1222683333333	25.8807304347826	-4.09102105228038	0.000494981227452024	0.153343351000832	-2.44295901600794	ZNF563
-51.554565	125.874082608696	-4.06232427880704	0.000530650271352566	0.161404516171947	-2.4646182485373	MAPK3
-38.9503875	64.0410608695652	-4.03541965423493	0.000566411356424539	0.16781626410159	-2.48498858728133	PHLDB3
-63.6996949999999	175.713595652174	-4.01837678042961	0.000590294476658416	0.16781626410159	-2.49792372043923	SYPL1
158.8359	413.752130434783	4.01770214596934	0.000591260211672572	0.16781626410159	-2.49843624868948	NUP93
-17.977061	26.5654047826087	-4.01405976625445	0.000596501457915207	0.16781626410159	-2.50120406071216	PGLYRP4
-359.1213	540.102956521739	-4.0103497699275	0.000601887491547336	0.16781626410159	-2.50402438046274	IFT57
226.610591666667	547.487391304348	3.9853237793971	0.000639503912422669	0.173110750270551	-2.52307848820483	ATP13A1
-1551.49518333333	1878.87156521739	-3.98399032900459	0.000641572509819725	0.173110750270551	-2.52409517197438	KLRB1
-27.8772398333333	39.2756039130435	-3.94984598717366	0.000696865463672913	0.174155023806951	-2.55017699770567	LRRC56
-88.478215	179.759691304348	-3.94300448614585	0.000708500834401544	0.174155023806951	-2.55541414937253	PRKCZ
454.505291666667	700.758869565217	3.94288076621429	0.000708713010990852	0.174155023806951	-2.55550889054141	PNPT1
-13.4190581666667	17.266327826087	-3.9423615099883	0.000709604210516281	0.174155023806951	-2.55590653513965	MATN2
-19.1508019166667	19.003407826087	-3.94102241950252	0.000711907628297442	0.174155023806951	-2.55693210352971	CCDC116
-6.03243906666667	4.06725560869565	-3.93700165527755	0.000718868579839137	0.174155023806951	-2.56001232756331	HS6ST2
227.827833333333	723.863869565217	3.93648942620144	0.000719760214196269	0.174155023806951	-2.56040482641133	NUDC
592.335320833333	591.636056521739	3.93137364493819	0.00072872566599836	0.174155023806951	-2.5643259498398	IFI44
-69.8016266666666	155.5407	-3.91255290179668	0.000762673294519505	0.177214050719343	-2.57876905529967	GRAMD1A
-13.0548988333333	25.2624230434783	-3.90589546303547	0.000775053379035276	0.177214050719343	-2.58388451755503	MRO
-42.7689256666667	45.3721473913043	-3.89130850957947	0.000802880094802129	0.177214050719343	-2.59510466668059	LIPE
-60.7696933333333	60.9820913043478	-3.89111183399611	0.000803261970516558	0.177214050719343	-2.59525605761656	CXCL1
16.6366270833333	31.5709404347826	3.8882632445893	0.000808813175083118	0.177214050719343	-2.59744908423024	SEMA3G
-132.368975	326.689782608696	-3.88205476839445	0.000821044084471462	0.177214050719343	-2.60223087643175	NT5C3B
-26.679865	28.2113630434783	-3.87779041171327	0.000829551035978937	0.177214050719343	-2.60551696940762	C1orf105
-54.8108541666667	105.49627826087	-3.87121876130261	0.000842832127394606	0.177214050719343	-2.61058370034244	ITGA5
-13.141365	21.8700695652174	-3.85802518782836	0.00087013524310292	0.177214050719343	-2.62076555321281	CEP126
-24.6053741666667	54.1308043478261	-3.85090605568331	0.000885229823969722	0.177214050719343	-2.62626488676177	BPHL
-5.32661413333333	2.9500382173913	-3.84506168580138	0.000897815154053933	0.177214050719343	-2.63078225579932	CYP7A1
70.62765	237.907260869565	3.84109717681524	0.000906453066260987	0.177214050719343	-2.63384800455614	XPR1
71.660325	156.612469565217	3.82085599187323	0.000951853639445063	0.177214050719343	-2.649518037562	COPG1
520.739283333333	1388.75382608696	3.81934784819443	0.000955325092809749	0.177214050719343	-2.65068675663461	PSMC6
-72.009025	211.417217391304	-3.81347483741671	0.000968963413299503	0.177214050719343	-2.65523950781695	YBEY
111.2731	274.138913043478	3.81131291899404	0.000974032186515842	0.177214050719343	-2.65691603455875	EXOC6
-84.2294583333333	311.430869565217	-3.80862322183884	0.000980375009103413	0.177214050719343	-2.65900230039893	IFT52
-43.7345833333333	76.0896956521739	-3.80627144774631	0.000985954416456835	0.177214050719343	-2.66082686990104	ANKRD6
195.719825	428.733739130435	3.80424529036489	0.000990786503049642	0.177214050719343	-2.66239912620212	WIPF1
-95.2373166666666	256.533956521739	-3.78565165306757	0.00103623762444603	0.177214050719343	-2.67684065806341	COX16
-93.8999433333333	97.8751565217391	-3.78448232057285	0.00103916392177368	0.177214050719343	-2.6777496623917	POMZP3
1498.88733333333	3781.2452173913	3.78043918450018	0.00104934511839256	0.177214050719343	-2.68089339348376	PRDX1
30.2824458333333	72.0083086956522	3.7780495375379	0.00105540889105081	0.177214050719343	-2.68275197975267	CNOT1
2530.4885	6141.73608695652	3.77358541100006	0.00106682962807207	0.177214050719343	-2.68622506043974	PPIB
581.545541666667	1632.95395652174	3.77346283949348	0.00106714492413511	0.177214050719343	-2.68632043976872	SERBP1
-37.9125925	61.9535086956522	-3.77193540004747	0.00107108175705818	0.177214050719343	-2.6875091054855	CTNNBIP1
575.842708333333	1234.2972173913	3.77127344561755	0.00107279233800512	0.177214050719343	-2.68802429251441	SRP54
-2509.71733333333	4079.57782608696	-3.76453010942313	0.0010903726144184	0.177214050719343	-2.69327418196184	RPL29
363.830408333333	826.362826086956	3.7645158780575	0.00109041001582857	0.177214050719343	-2.69328526472244	TMEM248
-13.6707783333333	13.15684	-3.76400546358787	0.0010917522729843	0.177214050719343	-2.69368276195632	SSTR5
-16.1932053333333	20.6863139130435	-3.75806213497109	0.00110750237161426	0.177214050719343	-2.698312544683	SYT5
-14.7420779333333	14.4069513478261	-3.75053667039194	0.00112776761539538	0.177214050719343	-2.70417814802479	TMEM52B
-68.9951488333333	62.3140813043478	-3.74516195774435	0.00114246491016133	0.177214050719343	-2.70836966151141	NRARP
124.1053625	178.192917391304	3.73984554737472	0.00115718883441585	0.177214050719343	-2.71251756347646	PRRC1
-18.6339261666667	32.1225769565217	-3.73815073949595	0.00116192191676278	0.177214050719343	-2.71384025109756	ZNF362
82.9619833333334	259.429391304348	3.73663496344711	0.00116617120779795	0.177214050719343	-2.71502337364959	SLC35A4
861.053375	2052.14117391304	3.73615060116312	0.00116753228988791	0.177214050719343	-2.71540146871814	PSMA4
-8.16566783333333	6.80582695652174	-3.73107390798909	0.00118189275801759	0.177214050719343	-2.71936526588622	CRISP2
63.24331375	113.530505652174	3.73076078156209	0.00118278418776582	0.177214050719343	-2.71960980409601	SMU1
-18.9503046666667	22.6093056521739	-3.72428951624483	0.00120135634370901	0.177214050719343	-2.72466498957164	EMILIN3
-13.6239971666667	21.3800469565217	-3.72411872686519	0.00120185037813974	0.177214050719343	-2.72479844208092	KCNJ3
-88.1499333333333	193.505913043478	-3.72407309490601	0.00120198240951124	0.177214050719343	-2.7248340985909	INPP5K
-10.83027475	13.9435360869565	-3.72163341389364	0.0012090622576245	0.177214050719343	-2.72674064220605	FAM162B
-3602.84718333333	3263.60830434783	-3.71894248584191	0.00121691895305935	0.177214050719343	-2.72884396718929	CD83
-45.3195206666667	46.4027408695652	-3.71849825674927	0.00121822080415592	0.177214050719343	-2.72919123659267	SYNGR3
62.4695441666667	135.827169565217	3.70235182256391	0.00126648356527683	0.177664613011555	-2.74182189712497	GPT2
-135.100611666667	208.952530434783	-3.69616865505319	0.00128546077707251	0.177664613011555	-2.74666302741417	CPQ
-204.506175	745.282782608696	-3.69512867595219	0.00128868009024091	0.177664613011555	-2.74747751425653	POLR1D
10.6841941666667	28.2710652173913	3.69081058110987	0.00130213225382598	0.177664613011555	-2.75086005422765	NHLRC2
-14.154249	17.5121930434783	-3.6865569953819	0.00131551881056426	0.177664613011555	-2.75419317754456	CBLN2
-15.17439695	13.7797779130435	-3.68638276310936	0.00131607002431949	0.177664613011555	-2.75432973003391	ZNF415
-3762.17233333333	6936.95434782609	-3.67887676119408	0.00134003400184141	0.177664613011555	-2.76021421961191	RPS27A
-73.7176225	98.487652173913	-3.67827935034803	0.00134195969816229	0.177664613011555	-2.76068271889108	DMRTC1
-88.2776916666666	239.950217391304	-3.67827159921484	0.0013419847011113	0.177664613011555	-2.76068879759682	ZNF14
37.2625583333333	126.905243478261	3.65810593463917	0.00140861244489814	0.177664613011555	-2.77651555244856	SCO1
-30.7781543333333	34.2275656521739	-3.65796889946817	0.00140907618067948	0.177664613011555	-2.77662318501095	RPH3A
9.99410425	14.252697826087	3.65526321140676	0.00141826326489827	0.177664613011555	-2.77874855913108	YOD1
-75.9269316666667	161.343060869565	-3.64498840545891	0.00145369165299819	0.177664613011555	-2.78682351496538	DBNDD2
-49.08404	131.531669565217	-3.64455088810199	0.00145521944244005	0.177664613011555	-2.78716749484976	PSTK
176.523991666667	392.380217391304	3.64415166279679	0.0014566148975345	0.177664613011555	-2.78748137881068	TRAPPC3
19.8971311666667	26.0281973913043	3.64152567402499	0.00146582669536071	0.177664613011555	-2.78954624514819	MESP2
-51.5434216666666	116.2124	-3.6409082447487	0.0014680009130541	0.177664613011555	-2.79003179931361	CRYL1
-179.264658333333	501.261391304348	-3.64076469942158	0.00146850684887553	0.177664613011555	-2.79014468829683	VPS11
26.8576883333333	65.4981086956522	3.63812612303969	0.00147783734348048	0.177664613011555	-2.79221996544673	DCAF8
-18.476363	33.0044230434783	-3.63804990689243	0.00147810772347951	0.177664613011555	-2.79227991641903	MROH2B
96.7190083333333	178.287939130435	3.63682099308584	0.00148247407707854	0.177664613011555	-2.79324661526967	POLD3
-108.715716666667	245.567695652174	-3.63664917024241	0.001483085577876	0.177664613011555	-2.79338178290235	OGFRL1
396.969708333333	1224.64691304348	3.62805200863253	0.00151400116729885	0.177664613011555	-2.80014703697792	PPM1B
-1293.52241666667	3895.14217391304	-3.62780160173965	0.00151491107955949	0.177664613011555	-2.80034414899545	ICAM3
224.740745833333	527.183039130435	3.62762359921071	0.00151555822084917	0.177664613011555	-2.80048426883739	ATP2A2
-23.6831791666667	46.6674608695652	-3.62566813798158	0.00152268538210128	0.177664613011555	-2.80202368384152	TTC28
53.8663	154.065695652174	3.62304986203516	0.0015322800133891	0.177664613011555	-2.80408522770309	APTX
-50.1320333333333	188.547695652174	-3.62253246383018	0.00153418303958062	0.177664613011555	-2.80449265525626	C1orf35
-20.9461516666667	42.1939913043478	-3.62120377392115	0.00153908071518864	0.177664613011555	-2.8055390064997	FGL1
-1874.517	4124.70391304348	-3.61914550424846	0.00154669808509988	0.177664613011555	-2.80716010011789	ARHGAP45
-214.476633333333	456.177434782609	-3.61035976261496	0.00157963217035672	0.177664613011555	-2.81408238671605	FBXL17
-467.84115	1442.14995652174	-3.60986949703413	0.00158149015930178	0.177664613011555	-2.81446879206176	ST13
-78.6673416666667	186.746086956522	-3.60884525107311	0.00158537874608366	0.177664613011555	-2.81527609923228	ZNF688
-574.6804	1400.31843478261	-3.60690959234813	0.00159275324540036	0.177664613011555	-2.81680193528734	HSD17B11
-5.75562675	5.42337913043478	-3.60644251896736	0.00159453775544409	0.177664613011555	-2.81717014927688	RBMY1A1
-8.39011525	8.70207695652174	-3.60034663346875	0.00161800892611219	0.177664613011555	-2.82197688327084	SPATA18
63.02019125	76.3187134782609	3.59598573855664	0.00163500796817883	0.177664613011555	-2.82541677142138	CTLA4
-10.2731054166667	10.4218873913043	-3.59234005737024	0.00164935374469184	0.177664613011555	-2.82829327869665	CLDN8
-1195.9435	2473.39434782609	-3.59158513188485	0.0016523398120278	0.177664613011555	-2.82888901692546	TOMM7
476.850791666667	549.76952173913	3.58699268553359	0.00167061984079504	0.177664613011555	-2.83251372954086	MLEC
-15.3992978333333	25.919742173913	-3.5852624577172	0.00167755837607667	0.177664613011555	-2.83387964796227	PCDHA5
280.147191666667	499.062565217391	3.58517031415087	0.00167792868236333	0.177664613011555	-2.833952394597	PSMD1
-228.875608333333	550.719173913044	-3.58171672927139	0.00169186603384413	0.177664613011555	-2.83667929499339	NDRG3
14.5611355	14.0526852173913	3.57902617227329	0.00170280289616849	0.177664613011555	-2.83880415260292	POPDC3
-16.8107516666667	29.1644413043478	-3.57713969936243	0.00171051264256093	0.177664613011555	-2.8402942128676	NUDT22
20.8800054166667	32.1667560869565	3.57477597040601	0.00172022130346848	0.177664613011555	-2.84216150227878	EPB41L2
441.820658333333	864.314782608696	3.57382146795444	0.00172415710966294	0.177664613011555	-2.84291561845139	MRPS14
-26.33614	68.5846565217391	-3.56832705503499	0.00174698549999621	0.177664613011555	-2.84725745894004	DBP
-623.720325	639.384	-3.56710672853772	0.00175209592157123	0.177664613011555	-2.84822200576075	NINJ1
9.04037358333333	9.69273956521739	3.56705187723435	0.00175232596968776	0.177664613011555	-2.84826536205335	ERAP2
-17.8501845	19.646747826087	-3.55978835862699	0.00178305299646285	0.179217347897438	-2.85400804108927	PRRT1
-134.896166666667	399.017739130435	-3.55031241809809	0.00182393597332985	0.179217347897438	-2.8615039015852	DUSP28
-113.755358333333	242.088347826087	-3.54888699170794	0.00183016495780066	0.179217347897438	-2.86263186028352	MATK
-29.48633	42.8281347826087	-3.54869565128019	0.00183100268673757	0.179217347897438	-2.86278327815191	SVIL
127.609225	474.063782608696	3.54849354653199	0.00183188795304359	0.179217347897438	-2.86294321636831	YIPF1
-13.8934186666667	22.0521747826087	-3.54537321495628	0.0018456091908161	0.179217347897438	-2.86541278733052	SCRG1
-4226.70941666667	9808.01913043478	-3.54467667014682	0.00184868590226274	0.179217347897438	-2.86596412977753	RPS15A
-366.358915	537.490147826087	-3.54189229896119	0.00186103513743427	0.179217347897438	-2.86816830630169	CTSW
-16.3380533333333	34.737447826087	-3.539237961315	0.0018728830308921	0.179217347897438	-2.87026989810061	TRIP10
-351.342175	502.231173913043	-3.53881662324666	0.00187477051121117	0.179217347897438	-2.87060352726327	LY75
281.574916666667	886.921565217391	3.53078774092553	0.00191109658559209	0.180349739131075	-2.87696269906968	SRSF4
-377.565891666667	573.674	-3.52929451763224	0.00191792833704744	0.180349739131075	-2.87814572920376	ZNF101
-92.7742416666667	163.093434782609	-3.52806433820768	0.00192357461803039	0.180349739131075	-2.87912043866963	GZMM
-56.8912941666666	91.6213695652174	-3.52393028587557	0.00194266886847179	0.180349739131075	-2.88239650474203	FHIT
-1575.46708333333	4627.3052173913	-3.5222762115575	0.00195036064376795	0.180349739131075	-2.88370751727056	RPL36
1731.32466666667	3422.3347826087	3.52207458162985	0.00195130030382716	0.180349739131075	-2.88386733715587	IFI16
-70.7090524999999	113.095213043478	-3.5133982363562	0.00199215832602671	0.183114377121433	-2.89074635865921	ANO9
-18.5181023333333	26.2318517391304	-3.50508403305442	0.00203209774657332	0.184529019271094	-2.89734153183353	SHISA8
-652.823066666666	1197.91082608696	-3.50199344704884	0.0020471434800433	0.184529019271094	-2.89979392020367	C12orf57
-9.16466316666667	10.5239182608696	-3.50152960627207	0.00204941097727102	0.184529019271094	-2.90016201654491	FBXO24
429.89605	946.697739130435	3.5010678751518	0.00205167060699524	0.184529019271094	-2.9005284483736	TMEM208
61.1368583333334	106.556539130435	3.48867565763601	0.00211323665292643	0.185727656113267	-2.91036654022788	XRN1
-9.63441958333333	8.60995913043478	-3.48796483674239	0.00211682248798616	0.185727656113267	-2.91093106284218	CENPVL1
22.8485675	33.187352173913	3.48698224291121	0.0021217891397042	0.185727656113267	-2.9117114598177	PLK1
335.859466666667	587.760782608696	3.48227591435267	0.00214573668266179	0.185727656113267	-2.91544991308405	CASP3
512.704333333333	1465.24939130435	3.48142455373239	0.00215009691886194	0.185727656113267	-2.91612629120435	PSMA7
-38.2663433333333	85.0077391304348	-3.479652948274	0.00215919802714441	0.185727656113267	-2.91753387454117	RNF214
1856.43720833333	2698.46804347826	3.47939048288936	0.00216054957293272	0.185727656113267	-2.91774242119194	CRELD2
-240.562583333333	590.477608695652	-3.4790720417064	0.00216219047476763	0.185727656113267	-2.91799544843194	HEBP2
170.628016666667	579.363391304348	3.47754306884902	0.00217008616925995	0.185727656113267	-2.91921040183699	CHUK
334.671125	720.157652173913	3.47557633865769	0.00218028401068407	0.185727656113267	-2.92077335426715	IBTK
400.62565	478.466347826087	3.47426280161637	0.00218712106248512	0.185727656113267	-2.92181730921302	IRF4
-15.1564181666667	22.1515169565217	-3.46418304887515	0.00224029039679068	0.188362362112965	-2.92983079662875	DISP1
-12.32554675	11.7392686956522	-3.46236849198498	0.00224999547325404	0.188362362112965	-2.93127383855594	CDS1
-10.54850215	9.20245082608696	-3.46200842928948	0.00225192614158604	0.188362362112965	-2.93156019782524	SERPINC1
-58.0128035	63.3280004347826	-3.45780643608131	0.00227457764172876	0.189310494370549	-2.93490245715651	LZTS3
17.9488454166667	30.69821	3.45300955683114	0.00230070870190369	0.190394785680209	-2.93871877717715	SHC1
-25.6824453333333	28.5113791304348	-3.44942576569761	0.00232042301019627	0.190394785680209	-2.94157059650565	PACS1
58.7212933333333	142.660895652174	3.44918581937344	0.00232174883607883	0.190394785680209	-2.94176155355881	AGPS
158.546158333333	315.355643478261	3.44408012486236	0.00235013678161681	0.190934181266457	-2.94582537973891	M6PR
1834.19105	2047.11830434783	3.43949714016402	0.0023759075202915	0.190934181266457	-2.94947404674844	CD38
-51.8894583333333	216.666173913043	-3.43918912681489	0.00237764940237862	0.190934181266457	-2.94971929628582	UXS1
526.12525	2785.67391304348	3.43562716571835	0.00239788405451745	0.190934181266457	-2.95255570848797	SLTM
-274.2101	620.528826086957	-3.43374037781897	0.00240867060143287	0.190934181266457	-2.95405837091085	DEDD2
591.000583333333	1960.37991304348	3.43208206284305	0.00241819017623072	0.190934181266457	-2.95537918894206	RCC2
137.515358333333	391.672304347826	3.4318593313555	0.00241947156886812	0.190934181266457	-2.9555565986917	CCDC43
-130.5781825	114.21087826087	-3.42998745276682	0.00243026691937467	0.190934181266457	-2.9570476604449	ZP3
-14.49905	41.787147826087	-3.42985255269347	0.00243104672184561	0.190934181266457	-2.9571551215398	APOBEC2
-35.6572505833333	34.7812526086957	-3.42288094627271	0.0024716815887967	0.192447800546966	-2.96270963679386	LRRC32
-12.7013116666667	31.2885608695652	-3.41924910455862	0.00249311259353599	0.192447800546966	-2.96560397941117	INHBC
284.281808333333	765.369304347826	3.41883378924035	0.00249557485876617	0.192447800546966	-2.96593499043293	ADIPOR2
58.6731833333333	194.932869565217	3.41870581171482	0.00249633407368591	0.192447800546966	-2.96603699127605	PRKAB1
-11.77537825	6.91827173913043	-3.41233472606408	0.00253441673955102	0.193295667502672	-2.97111565496945	OLFM1
22.67582625	30.9572560869565	3.41015893898028	0.00254755197210333	0.193295667502672	-2.97285041126667	AFMID
146.958858333333	638.512608695652	3.40807275542169	0.00256020874200341	0.193295667502672	-2.97451388943103	WDR11
-27.2326375	65.6527217391304	-3.40806090604938	0.00256028080678158	0.193295667502672	-2.97452333832064	EVA1B
-176.830316666667	572.878130434783	-3.4051217915785	0.00257821709689311	0.193295667502672	-2.97686719533068	UBE2B
-70.0387375	102.2508	-3.39954776863667	0.00261257110433008	0.193295667502672	-2.98131316905012	FCGBP
1664.42841666667	5694.80304347826	3.39512804600922	0.0026401284339932	0.193295667502672	-2.98483923171876	LBR
557.680658333333	1203.18865217391	3.39470875704125	0.00264275743454472	0.193295667502672	-2.98517377698746	ELAVL1
58.5474316666667	119.029682608696	3.39323855083645	0.0026519960541998	0.193295667502672	-2.98634688427905	ETFDH
-74.530585	131.85122173913	-3.39208891025668	0.00265924224673672	0.193295667502672	-2.98726425840908	BCORL1
109.92075	342.491695652174	3.38847005701414	0.00268217838353546	0.193295667502672	-2.99015228017381	NUP205
-11.3955714166667	12.9216543478261	-3.3834501509453	0.00271431449806966	0.193295667502672	-2.9941591569187	GGT6
163.5621125	297.143830434783	3.38189154339914	0.00272436856644114	0.193295667502672	-2.99540340836785	LMNB1
126.807283333333	210.779652173913	3.37846728828589	0.00274658519084066	0.193295667502672	-2.99813731216983	RASGRP3
183.544033333333	388.778330434783	3.37767249146355	0.00275176708443259	0.193295667502672	-2.99877192922072	CRLS1
734.782583333333	2324.5747826087	3.37738685694448	0.00275363168670681	0.193295667502672	-2.9990000033992	VOPP1
1020.43066666667	3648.37826086957	3.37713665691282	0.00275526598852973	0.193295667502672	-2.99919978599379	STARD7
-3142.99825	7852.5647826087	-3.37546354595919	0.00276621908169733	0.193295667502672	-3.00053580438968	RPL18
-22.674678	38.0013165217391	-3.37526947505693	0.00276749232320409	0.193295667502672	-3.00069078058064	EFTUD2
152.922670833333	272.591839130435	3.37503511618419	0.00276903064471627	0.193295667502672	-3.00087793057511	EXOSC9
200.760766666667	535.276434782609	3.3734562536756	0.00277941600609006	0.193295667502672	-3.00213879687167	TIMM23
-344.203233333333	392.685130434783	-3.37301744934027	0.00278230909663651	0.193295667502672	-3.002489236923	TUBB2A
-475.127726666667	340.371091304348	-3.37219900251486	0.00278771307305362	0.193295667502672	-3.00314288583187	EGR3
-99.145055	181.095056521739	-3.37155547719845	0.0027919692849286	0.193295667502672	-3.00365684990326	YPEL3
-28.41466275	31.8721769565217	-3.37091746097481	0.00279619532163588	0.193295667502672	-3.0041664274248	TRMT2B
-215.268966666667	490.383695652174	-3.36766886577537	0.00281781009923272	0.193593767644266	-3.00676125554971	BEX2
-129.007933333333	258.786391304348	-3.36679498674895	0.00282365229871485	0.193593767644266	-3.00745932829195	CD44
-24.30313	94.8413826086957	-3.36250052409859	0.00285253455648006	0.194775716715734	-3.01089019132647	SGSM3
-73.1265083333333	140.223673913043	-3.35393920001192	0.00291097613533336	0.197109425280018	-3.01773161101165	ABHD14B
15.5898805	20.5209908695652	3.34670908943041	0.00296123885125721	0.197109425280018	-3.02351101809439	NUDT6
-2865.22191666667	7721.27826086957	-3.34582690520271	0.00296742931044508	0.197109425280018	-3.02421630319423	RPL21
71.4376875	214.746908695652	3.34451214916643	0.00297667863598713	0.197109425280018	-3.02526746255613	ERCC3
-104.537641666667	260.595652173913	-3.34431067713338	0.0029780984761438	0.197109425280018	-3.02542854585873	RPL15
