Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
MT1X	2.68125089605735	0.084525	8.50165613183644	1.33721071109327e-10	1.70828668342165e-08	14.1156683339011
MT1M	2.22897132616488	-1.351325	8.47826981360725	1.43856842005158e-10	1.81390399873776e-08	14.0440850607638
IFIT3	2.29396774193548	6.423825	8.4640209936437	1.50409808038877e-10	1.87221644390956e-08	14.0004405849938
PLSCR1	3.06108243727598	5.38545	8.45042991662227	1.56941481839321e-10	1.9287909457949e-08	13.9587895601322
GCH1	2.11576344086021	3.75605	8.40887811829268	1.78745122402289e-10	2.15796438411885e-08	13.8313226138009
GPR157	-1.48998070030328	-1.60784615384615	-8.40658473715224	1.80034107646129e-10	2.15796438411885e-08	13.8242817044146
TIGD3	-2.48648745519713	1.37075	-8.3714462208548	2.01001055113835e-10	2.37990151719539e-08	13.7163303222151
IFITM1	1.97131541218638	5.077325	8.36012810971442	2.0826725499162e-10	2.43093054893024e-08	13.6815302801746
STAT2	2.08800358422939	3.834425	8.35700530696072	2.10318432495767e-10	2.43093054893024e-08	13.6719260607481
C3orf38	1.20514336917563	1.879875	8.35147146669694	2.14003564141889e-10	2.44442424029836e-08	13.6549040454623
LIF	2.17524372759857	-3.138075	8.3131044130452	2.41413460608474e-10	2.72544568493915e-08	13.5367957881757
CNDP2	1.37545519713262	1.6482	8.28898407357401	2.60436108065489e-10	2.90640709564118e-08	13.4624626772014
ISG20	1.94890681003584	5.112625	8.27457346446574	2.72517002596797e-10	3.00666770251398e-08	13.4180227664951
TRIM5	2.0290752688172	2.8792	8.26709689326767	2.7900643909898e-10	3.04367810922696e-08	13.3949575048864
IFIT5	2.37908602150538	5.174125	8.25729144159862	2.87754633902393e-10	3.10423304506481e-08	13.3646985838375
MTHFD2	1.51680286738351	-0.4477	8.23167297703374	3.11942028885356e-10	3.32818149279991e-08	13.2855935574449
TLR7	1.64704659498208	4.92835	8.18902885113984	3.56850022243745e-10	3.72908008787632e-08	13.1537627260572
SIRT5	0.973924731182796	-0.090875	8.18871920923069	3.57198937246367e-10	3.72908008787632e-08	13.1528047954833
PIGX	-1.36974551971326	0.280225	-8.14004240394731	4.16567118365272e-10	4.30260654490258e-08	13.0020907056393
CMKLR1	2.12039426523297	3.51475	8.11069355836029	4.57084210301089e-10	4.67140062927713e-08	12.9111020665648
SIK1	1.359	-1.377775	8.10693309736333	4.62555675279613e-10	4.67807609509351e-08	12.8994373417251
NUP205	0.900670250896057	-0.698425	8.07034356986877	5.19372682110321e-10	5.18384986147656e-08	12.7858638232558
SFT2D2	1.88867741935484	0.968725	8.06568416273303	5.27096973328265e-10	5.18384986147656e-08	12.7713913552606
CD1C	-2.00420788530466	0.74785	-8.06264631471612	5.32195446987853e-10	5.18384986147656e-08	12.7619543950723
FANCA	1.99354838709677	-0.338	8.0616241612638	5.3392211983485e-10	5.18384986147656e-08	12.7587789053695
MT2A	3.25454838709677	0.511275	8.0205523395276	6.08192300649585e-10	5.84647430396715e-08	12.6310959936269
PARP3	1.05820788530466	-0.718	8.01560295063528	6.1781997904114e-10	5.88079821226512e-08	12.6156981420989
ETNK1	1.12981720430108	0.663275	8.00153517514441	6.46033769340548e-10	6.0896522975994e-08	12.5719192129895
TRIM38	1.9275376344086	3.995175	7.98781290637479	6.74808059809951e-10	6.29972255066809e-08	12.5291967291765
SAMD9L	2.19494623655914	5.85675	7.96067564616382	7.35579979561546e-10	6.8016628776791e-08	12.4446541967726
GOSR2	1.01976702508961	-0.408125	7.93640594722578	7.94599641948323e-10	7.26744072919322e-08	12.3689846214998
MT1E	2.22964516129032	-1.367025	7.93391440657781	8.00923017842903e-10	7.26744072919322e-08	12.3612131264539
CCNA1	4.11444086021505	2.692025	7.92255340855313	8.30406677567759e-10	7.46520225231979e-08	12.32576888955
PPM1F	-1.35101075268817	0.5373	-7.89357796314474	9.1066120753408e-10	8.11156849903522e-08	12.2353150092534
GNGT2	1.4795017921147	3.781725	7.87851697409103	9.55423922154289e-10	8.43291896381454e-08	12.1882670437255
CCRL2	2.71872043010752	4.131675	7.85793272687817	1.02021712933937e-09	8.92368298086125e-08	12.1239308730336
TSPAN14	1.07445161290323	3.0597	7.85421988005335	1.03236778136435e-09	8.9493382047022e-08	12.1123221329303
ZKSCAN5	0.845189964157706	-0.5372	7.80479731103244	1.2087354594279e-09	1.03854978545004e-07	11.9576739058022
BRCA2	2.19833239011507	-0.694947368421053	7.76262198112265	1.3831219792876e-09	1.17795888569327e-07	11.8255265090053
MAFB	1.9103835125448	3.522325	7.74830110301327	1.44793899696768e-09	1.22243823665732e-07	11.7806186791978
TERF1	0.998827956989248	-0.751575	7.7304845602034	1.53287297028975e-09	1.28298824728821e-07	11.7247235514928
SCARB2	1.54579928315412	-0.05245	7.70996783812059	1.63692617468941e-09	1.35836890855209e-07	11.6603225234852
ATP10A	1.19767383512545	2.922975	7.69292149509769	1.72877968129352e-09	1.4224340614982e-07	11.6067868111297
TAP1	1.76528673835125	5.018875	7.67984867264481	1.80273018635606e-09	1.47081574616227e-07	11.5657132223299
RNF213	2.30655555555555	2.732025	7.66765358483708	1.8745897960735e-09	1.5166993608398e-07	11.5273840950269
MRPL49	0.591974910394265	0.213225	7.66352151620493	1.89958767194996e-09	1.52422286834398e-07	11.5143941167901
PSG9	1.4758064516129	2.40075	7.6560827913507	1.94544034959559e-09	1.54464204092797e-07	11.4910053251487
PARP10	1.71479211469534	3.384075	7.65425859850247	1.95685416658915e-09	1.54464204092797e-07	11.4852689880814
GBP1	1.93145519713262	6.2181	7.58448543031655	2.44806852920509e-09	1.9167981733913e-07	11.2656505347809
BARD1	1.17782437275986	0.102925	7.56530570450818	2.60370408594299e-09	2.02234903763364e-07	11.2052095287311
SOCS1	3.2068458781362	2.96275	7.55712170127429	2.67311475376418e-09	2.05978342415051e-07	11.1794101733614
TMEM51	1.80514336917563	-1.544125	7.52927210291445	2.92359575722016e-09	2.23505442573626e-07	11.0915762292384
ZNFX1	1.14120788530466	1.246325	7.51912002170181	3.02067752772807e-09	2.27527193365069e-07	11.0595424659514
HMGN2	0.945164874551972	1.184725	7.51887378122356	3.02307219529241e-09	2.27527193365069e-07	11.0587653797408
FAM72A	1.93049462365591	-2.5192	7.43651871456806	3.94156542397508e-09	2.92746070402251e-07	10.798603537242
JPH4	2.7468541494348	0.609538461538462	7.43565324834517	3.95258133528071e-09	2.92746070402251e-07	10.79586674132
ZDHHC24	0.796455197132616	-0.578525	7.433504299165	3.98006811134999e-09	2.92746070402251e-07	10.7890710435897
SGK1	-1.87115770609319	-0.248925	-7.42420890696729	4.10119914438105e-09	2.99387537539817e-07	10.7596718945431
MX1	2.26803244670817	5.65181578947368	7.40727585749721	4.33148632967558e-09	3.13838811752389e-07	10.7061000131625
CD38	2.24174193548387	3.23835	7.38275131330749	4.68831580188996e-09	3.37176726818886e-07	10.6284729515507
PHLDA3	1.01770250896057	-3.060725	7.36199491892397	5.01336988987799e-09	3.57903001917834e-07	10.5627388445414
CD302	-1.89147311827957	3.799775	-7.35118286193679	5.1915884093829e-09	3.67920670559844e-07	10.5284854876384
TRIP6	0.913982078853047	-2.024775	7.32956115608459	5.5673577716354e-09	3.90493297095097e-07	10.4599614424347
TOR1B	2.26186379928315	2.5995	7.32827571578029	5.59054158988757e-09	3.90493297095097e-07	10.4558865534084
FANCL	1.83156630824373	-2.268425	7.32437468597815	5.66149631955694e-09	3.92624769761274e-07	10.4435194477168
OLIG2	-3.61306451612903	-0.708125	-7.31998806581401	5.74236715753963e-09	3.95408813706044e-07	10.4296116431553
GM2A	2.09679257421193	-0.186358974358974	7.27975465806511	6.54056315911697e-09	4.46792649955721e-07	10.3019892809062
VTA1	0.755258064516129	0.318325	7.27786757192709	6.58063126415368e-09	4.46792649955721e-07	10.2960006316537
TTC9C	0.712931899641577	0.1233	7.27150064591904	6.71765133706065e-09	4.52928311330013e-07	10.2757934791762
STAT1	1.79313620071684	3.418125	7.26041709601183	6.96306442449945e-09	4.66237189637691e-07	10.2406103494882
IRF7	2.1843835125448	3.383675	7.2497129786809	7.20864181354616e-09	4.7773172166939e-07	10.2066238900844
IFIT2	3.28482437275985	9.48185	7.24661956852801	7.28122256016553e-09	4.7773172166939e-07	10.196800641301
MR1	1.18816845878136	2.003275	7.2465719425018	7.28234574179315e-09	4.7773172166939e-07	10.1966493979905
ALG10B	1.42804301075269	-0.1966	7.22314311480472	7.85657245740952e-09	5.11942697912678e-07	10.1222297358099
OASL	2.22594623655914	5.055775	7.22067982432878	7.9195344637988e-09	5.12605067393484e-07	10.1144032271928
CYP2J2	1.50079928315412	-0.810325	7.21528407940479	8.0592307352074e-09	5.18192524557143e-07	10.0972581854999
CUL1	0.80279211469534	0.457275	7.19754042649845	8.53634438414061e-09	5.45258997536981e-07	10.0408643566088
RRAS	1.33710752688172	-0.682075	7.19529755564578	8.59864358037954e-09	5.45648565502647e-07	10.0337345167925
SP110	1.23754480286738	4.771875	7.18426788233826	8.9117323586437e-09	5.61844217338128e-07	9.99866777741325
GALM	2.77611111111111	1.745375	7.18181722513729	8.98284017803567e-09	5.62673517990634e-07	9.9908753429135
GPR180	1.44614695340502	0.349875	7.17010858176944	9.33053747208436e-09	5.80706335361968e-07	9.9536398167943
ZNF619	2.23573476702509	-0.81275	7.16049279339378	9.62619264505625e-09	5.95291110769752e-07	9.92305358221734
MASTL	1.6217670250896	-0.267575	7.13509009404518	1.04533985986455e-08	6.42354727811703e-07	9.84222461555687
GTPBP1	1.11197849462366	1.35345	7.12190096557462	1.09107241707488e-08	6.6624038348302e-07	9.80024274367742
TMEM60	1.33405376344086	1.241225	7.1171634843597	1.10798627274306e-08	6.72339920128895e-07	9.7851605038654
CCDC93	0.851767025089606	0.213675	7.0964378570998	1.18513793686532e-08	7.14689703666173e-07	9.71916293705767
PSMA4	1.09818637992832	0.74965	7.09323419771645	1.19753677657031e-08	7.17708923686491e-07	9.70895914888018
ZCCHC2	1.97670802315964	2.94494871794872	7.09070126578416	1.20743205846596e-08	7.19199868444542e-07	9.70089123674526
ACP2	1.10788172043011	-0.075725	7.0885992732416	1.21570622962595e-08	7.19712913624292e-07	9.69419567566526
AIM2	1.83860215053763	6.33325	7.08203465703627	1.24191583737507e-08	7.30773385762092e-07	9.67328351133646
RPS14	-0.997781362007168	-0.147725	-7.06835470877704	1.29837465916357e-08	7.59392744928864e-07	9.62969695688082
FNIP2	1.02646953405018	0.925625	7.04215798462369	1.41379939786872e-08	8.21950799635174e-07	9.54620067902418
FUT4	1.33739784946236	2.16715	7.03780412433589	1.43395933443152e-08	8.28708998690215e-07	9.53232004557155
EHHADH	0.879878136200717	-1.96565	6.99060961024151	1.67194297416772e-08	9.6052629208251e-07	9.38179305195396
TMEM164	-1.12397491039427	1.170475	-6.9830080220357	1.71382905845628e-08	9.78798019326588e-07	9.35753685703328
BATF2	3.48562724014337	5.24225	6.97810844979227	1.7413840757309e-08	9.85427189311106e-07	9.34190105841987
AGAP4	-1.14104659498208	0.8448	-6.97709549626012	1.74713621527315e-08	9.85427189311106e-07	9.33866830990736
SDSL	1.35041218637993	-0.578875	6.97487412558832	1.75981741304402e-08	9.85427189311106e-07	9.33157882624685
ABCC5	-1.15291756272401	-0.5804	-6.9737908734068	1.76603492574037e-08	9.85427189311106e-07	9.32812154633814
PPP1R11	0.783695340501792	1.507475	6.9599245056903	1.84760151314813e-08	1.02504931949458e-06	9.28386078417566
EIF3L	-1.14027240143369	-0.8276	-6.95381394196464	1.88473797955491e-08	1.03971142292606e-06	9.26435311923448
SENP2	0.713372759856631	0.715975	6.94231552699758	1.95666528869341e-08	1.07329171118217e-06	9.22764002361391
NMI	1.66586379928315	4.6666	6.91858696162583	2.11393950938597e-08	1.15304711778811e-06	9.1518572459186
PI3	-3.48829493087558	0.0615714285714286	-6.91602576266645	2.13165757252824e-08	1.15621583081993e-06	9.14367584792765
FBXO22	0.739777777777778	-1.65145	6.91037647684046	2.17126809931015e-08	1.17115788756679e-06	9.12562889123683
SNW1	0.611652329749104	0.993475	6.90623505633281	2.20077522475663e-08	1.18051528492609e-06	9.11239794648666
PRKCE	0.970096774193548	0.585825	6.89847669228002	2.25714158723126e-08	1.20409822364991e-06	9.08760950748165
ZNF684	2.52870250896057	2.3583	6.85528132247557	2.59855959660164e-08	1.37865656412051e-06	8.94954796109368
TMX4	-0.748663082437276	1.398675	-6.84414060724296	2.69474009126904e-08	1.42191475794191e-06	8.91392659367335
SOBP	1.54430107526882	-2.0695	6.83174019709018	2.80600805397734e-08	1.47262336194952e-06	8.87427127577964
GBP3	2.29426164874552	4.356275	6.80143814896515	3.09771813364044e-08	1.61697555696317e-06	8.77734152991119
NSF	0.78615770609319	0.59005	6.7984854308491	3.12772353228501e-08	1.62390736764466e-06	8.7678944404832
PIP4K2C	0.984885304659498	0.861175	6.7846182448654	3.27259323857439e-08	1.68431326137574e-06	8.72352242175879
MYL12A	1.22932258064516	4.120725	6.78356149286335	3.28390556161388e-08	1.68431326137574e-06	8.72014073575154
ZFYVE26	1.28783870967742	2.079075	6.78242530357902	3.29611205748678e-08	1.68431326137574e-06	8.71650479649089
MRPL17	0.993451612903226	-0.982075	6.77604866068103	3.36546900945416e-08	1.71075071271154e-06	8.69609787199276
GOSR1	0.71946953405018	0.6327	6.77408761108994	3.38709205061976e-08	1.71277482913892e-06	8.68982168908305
GART	0.962232974910394	-1.172825	6.76101017256494	3.53489846857751e-08	1.77825540059166e-06	8.64796468992832
TP53INP2	-1.13983512544803	-1.84715	-6.73633803719247	3.83162011760195e-08	1.91758761452564e-06	8.56897940309888
SCO2	2.01491397849462	2.821225	6.73410279542973	3.85970779630138e-08	1.9217386150918e-06	8.56182243063377
MCTS1	0.95105017921147	0.250175	6.73195384551217	3.88690602944865e-08	1.92540666530189e-06	8.55494158850635
C15orf48	3.67321753515302	1.88046153846154	6.71138235475284	4.15720712149934e-08	2.04884893109833e-06	8.48906450410005
ATP6V1H	0.694899641577061	-0.580675	6.69652130523852	4.36414336366243e-08	2.13772618677589e-06	8.44146536141351
ARMCX3	0.836240143369176	1.317975	6.69530164985045	4.38157906239985e-08	2.13772618677589e-06	8.43755854824458
CCL2	5.14182229767968	1.59031578947368	6.69330858465881	4.41022172811604e-08	2.14094213791393e-06	8.43117423657343
NDUFAF1	0.79678853046595	0.4244	6.68256058341316	4.56795390843537e-08	2.20648082074622e-06	8.39674336251059
CES1	1.8564623655914	0.342425	6.67926480387535	4.61744623878624e-08	2.21934581843444e-06	8.38618470416109
DLL1	2.97051971326165	0.643375	6.64022922480436	5.24623331116052e-08	2.50914675951022e-06	8.26110155974728
CAPN2	0.864387096774194	0.9669	6.63489822376292	5.33852911021761e-08	2.52957657554476e-06	8.24401575979176
MX2	1.86321863799283	5.20855	6.63402896699147	5.35373232247191e-08	2.52957657554476e-06	8.24122972502768
TRIM21	1.39077777777778	4.832075	6.63326609491879	5.36711066600288e-08	2.52957657554476e-06	8.23878464386955
XPNPEP1	0.687681003584229	0.264175	6.62091602173339	5.58841857738903e-08	2.62115729313382e-06	8.19919917329949
GPT2	0.940039426523297	-3.681025	6.60854387404385	5.81930362476058e-08	2.71632783138464e-06	8.15953878618967
ADAMTS5	-4.14738738738739	-3.46989189189189	-6.58168091183868	6.35409747468799e-08	2.95176709960506e-06	8.07341269168319
PSMA5	0.832953405017921	0.75965	6.57793273092167	6.43253776868952e-08	2.97397662839079e-06	8.06139411456814
HNRNPUL2	0.679451612903226	-1.204425	6.5613673133136	6.79100982254923e-08	3.12483006479291e-06	8.00827295065265
BST2	1.53730107526882	0.966075	6.55236564011376	6.99413709499091e-08	3.20023015246642e-06	7.97940417829987
ZYG11B	-0.690731182795699	0.29835	-6.55120377534517	7.02079537002109e-08	3.20023015246642e-06	7.97567789343017
APOBEC3G	1.10864157706093	3.378975	6.54562724413262	7.15017062978261e-08	3.24397227311025e-06	7.95779265901529
DPH3	0.90541935483871	-0.2473	6.54324514095124	7.20616156048882e-08	3.2541684925947e-06	7.95015249308629
OLFM1	-2.1137128399747	-3.93979411764706	-6.53417102382159	7.42350451634685e-08	3.32166495591051e-06	7.92104779184526
TRIM14	1.75017369727047	1.00538461538462	6.53414846753544	7.42405289352744e-08	3.32166495591051e-06	7.92097544171477
RPGR	-1.13350896057348	0.974975	-6.50979078004859	8.0405758020011e-08	3.58100690190957e-06	7.84284125113635
MRPS18C	1.1068458781362	1.18925	6.50171302548878	8.25616708494131e-08	3.65094943355137e-06	7.81692702360919
ZNF496	1.14169534050179	-0.933075	6.5000228092754	8.30200623630574e-08	3.65094943355137e-06	7.81150449166893
CD40	0.900612903225806	1.780975	6.49971315312042	8.31043181393402e-08	3.65094943355137e-06	7.81051105075126
ADAR	1.2670394265233	3.6294	6.49386872116721	8.47107329830603e-08	3.70475903843483e-06	7.79176058089199
CFB	1.36833691756272	-3.35065	6.47823563569121	8.91623524960449e-08	3.88196089858341e-06	7.74160260649334
IDH3A	1.10918279569892	-0.19505	6.47191716710624	9.10274454140912e-08	3.94547083716701e-06	7.72132895131966
DOK4	-0.998066354195386	-2.4525641025641	-6.4547872004683	9.6282989866602e-08	4.15471799384373e-06	7.66636198381509
DGAT2	-2.00768458781362	2.4096	-6.4311138993075	1.04050340612058e-07	4.47002104868351e-06	7.59039161029053
AMPD2	-1.01964516129032	0.166775	-6.42951282765481	1.04597787249913e-07	4.47374412515157e-06	7.58525331338879
KLHL26	0.590952650443313	0.439210526315789	6.39106551935509	1.18646868044456e-07	5.05237913089307e-06	7.46185585056893
SP100	1.17883154121864	5.00215	6.38847255457214	1.19659756700176e-07	5.07326016507427e-06	7.45353310904499
TRIM11	0.578075268817205	1.099675	6.38565375547084	1.20770692993632e-07	5.0937078057405e-06	7.44448542610318
NRIP1	1.05030107526882	1.22165	6.38459327101069	1.21191317656407e-07	5.0937078057405e-06	7.44108150102674
NCOA4	-1.24560215053763	2.798325	-6.35840809560304	1.32055851871123e-07	5.5264235595549e-06	7.35702974859112
HOOK3	0.619100358422939	0.245025	6.35601930138283	1.33094289393346e-07	5.54597620480687e-06	7.34936170039094
WFS1	1.77732974910394	-1.042125	6.34910574223976	1.36146017215053e-07	5.64889607325192e-06	7.32716890596643
MTG1	1.24386738351254	0.080775	6.33440096879219	1.42871956275249e-07	5.90273967436762e-06	7.27996505008404
PLSCR2	2.45324014336917	3.36915	6.32690712495475	1.46426625208012e-07	6.02396654298554e-06	7.25590859436618
TRIM34	0.84247311827957	4.10625	6.32182010612028	1.48889962978216e-07	6.06726394894491e-06	7.23957829424462
GTF2E1	0.676899641577061	0.516375	6.32163139027468	1.48982140767146e-07	6.06726394894491e-06	7.23897247835117
MOV10	1.96183870967742	0.632425	6.32087166723081	1.49353804078467e-07	6.06726394894491e-06	7.2365336128565
FUT11	0.762329749103943	-0.49975	6.3110072476192	1.54264705554492e-07	6.22605290474947e-06	7.2048666275112
IL2RG	1.1584982078853	2.430725	6.31045347833585	1.54545138535856e-07	6.22605290474947e-06	7.20308889502423
RAB8A	1.05705734767025	3.278775	6.30672993088109	1.56444073068756e-07	6.27651035299403e-06	7.19113538924473
