Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	score
CAMK1D	-1.64511827956989	1.8277	-9.82193727161254	2.3988501854917e-12	8.23557867289253e-10	18.048863878826	19.1162692659933
IFITM1	1.97131541218638	5.077325	8.36012810971442	2.0826725499162e-10	2.43093054893024e-08	13.6815302801746	19.0850516477748
MX1	2.26803244670817	5.65181578947368	7.40727585749721	4.33148632967558e-09	3.13838811752389e-07	10.7061000131625	18.9683787653358
CD38	2.24174193548387	3.23835	7.38275131330749	4.68831580188996e-09	3.37176726818886e-07	10.6284729515507	18.671430789835
TOR1B	2.26186379928315	2.5995	7.32827571578029	5.59054158988757e-09	3.90493297095097e-07	10.4558865534084	18.6661353146767
ISG20	1.94890681003584	5.112625	8.27457346446574	2.72517002596797e-10	3.00666770251398e-08	13.4180227664951	18.6405265414383
CD1C	-2.00420788530466	0.74785	-8.06264631471612	5.32195446987853e-10	5.18384986147656e-08	12.7619543950723	18.5868813193511
FANCA	1.99354838709677	-0.338	8.0616241612638	5.3392211983485e-10	5.18384986147656e-08	12.7587789053695	18.4852214496686
OASL	2.22594623655914	5.055775	7.22067982432878	7.9195344637988e-09	5.12605067393484e-07	10.1144032271928	18.0330590184479
ZNF619	2.23573476702509	-0.81275	7.16049279339378	9.62619264505625e-09	5.95291110769752e-07	9.92305358221734	17.9228693767156
ETV7	2.8517311827957	4.108425	5.93038174913022	5.37719006779413e-07	1.72871319100044e-05	5.98354641219485	17.878770699489
IRF7	2.1843835125448	3.383675	7.2497129786809	7.20864181354616e-09	4.7773172166939e-07	10.2066238900844	17.7855706879114
CDKN1A	1.7376164874552	0.264875	8.76241978831745	5.94552916095198e-11	8.88079117287427e-09	14.9095781640808	17.7685351612648
TRIM38	1.9275376344086	3.995175	7.98781290637479	6.74808059809951e-10	6.29972255066809e-08	12.5291967291765	17.6771001851097
SFT2D2	1.88867741935484	0.968725	8.06568416273303	5.27096973328265e-10	5.18384986147656e-08	12.7713913552606	17.5233558645762
MPZL3	-1.57217204301075	2.7469	-9.35923955308169	9.58307747048034e-12	2.44847629370773e-09	16.6956285102309	17.3229697965646
GBP3	2.29426164874552	4.356275	6.80143814896515	3.09771813364044e-08	1.61697555696317e-06	8.77734152991119	17.227514595302
GM2A	2.09679257421193	-0.186358974358974	7.27975465806511	6.54056315911697e-09	4.46792649955721e-07	10.3019892809062	17.1609573909868
MAFB	1.9103835125448	3.522325	7.74830110301327	1.44793899696768e-09	1.22243823665732e-07	11.7806186791978	16.8863569569882
PLSCR2	2.45324014336917	3.36915	6.32690712495475	1.46426625208012e-07	6.02396654298554e-06	7.25590859436618	16.7663752409753
GBP1	1.93145519713262	6.2181	7.58448543031655	2.44806852920509e-09	1.9167981733913e-07	11.2656505347809	16.6321014673645
RPS6KA5	-1.42957816377171	0.66974358974359	-9.81346042839961	2.45990093226783e-12	8.23557867289253e-10	18.0243271656512	16.5960906760366
FAM72A	1.93049462365591	-2.5192	7.43651871456806	3.94156542397508e-09	2.92746070402251e-07	10.798603537242	16.2245163136548
CAT	-1.5556164874552	2.244175	-8.72435040786799	6.68917538388916e-11	9.69331400032535e-09	14.7941695085566	15.8278181637624
SGK1	-1.87115770609319	-0.248925	-7.42420890696729	4.10119914438105e-09	2.99387537539817e-07	10.7596718945431	15.6935664795632
CD302	-1.89147311827957	3.799775	-7.35118286193679	5.1915884093829e-09	3.67920670559844e-07	10.5284854876384	15.6702868622624
ZCCHC2	1.97670802315964	2.94494871794872	7.09070126578416	1.20743205846596e-08	7.19199868444542e-07	9.70089123674526	15.6518455242486
TLR7	1.64704659498208	4.92835	8.18902885113984	3.56850022243745e-10	3.72908008787632e-08	13.1537627260572	15.5604962124719
TAP1	1.76528673835125	5.018875	7.67984867264481	1.80273018635606e-09	1.47081574616227e-07	11.5657132223299	15.435789519847
TMEM51	1.80514336917563	-1.544125	7.52927210291445	2.92359575722016e-09	2.23505442573626e-07	11.0915762292384	15.4052427564632
HBEGF	1.43391039426523	-1.094275	9.14591246159429	1.83109572542388e-11	3.55562167962809e-09	16.062339401771	15.3963102333547
CHAC1	2.24418034333145	-3.42910526315789	6.27496049841127	1.73625790576475e-07	6.85257236059754e-06	7.08914657519342	15.171524844371
PKD2L1	2.90063006979815	4.90684210526316	5.1909068924572	6.01215209356935e-06	0.000124726462983899	3.62941503134214	15.1441026953051
FANCL	1.83156630824373	-2.268425	7.32437468597815	5.66149631955694e-09	3.92624769761274e-07	10.4435194477168	15.1050533021408
CASP7	1.37963082437276	1.587325	9.29578621072404	1.16117114737735e-11	2.62181643485737e-09	16.5078670444517	15.0864062205241
OLFM1	-2.1137128399747	-3.93979411764706	-6.53417102382159	7.42350451634685e-08	3.32166495591051e-06	7.92104779184526	15.0694853463357
SCO2	2.01491397849462	2.821225	6.73410279542973	3.85970779630138e-08	1.9217386150918e-06	8.56182243063377	14.9374551135568
PARP10	1.71479211469534	3.384075	7.65425859850247	1.95685416658915e-09	1.54464204092797e-07	11.4852689880814	14.9331668818104
ANKRD22	2.16272401433692	6.266	6.28068939303407	1.70393531288969e-07	6.78012621018277e-06	7.10753802139571	14.6384989153003
STAT1	1.79313620071684	3.418125	7.26041709601183	6.96306442449945e-09	4.66237189637691e-07	10.2406103494882	14.6269698751589
AIM2	1.83860215053763	6.33325	7.08203465703627	1.24191583737507e-08	7.30773385762092e-07	9.67328351133646	14.5358191466403
FMO4	1.43218454186196	1.6414358974359	8.70288695867898	7.14925364986592e-11	1.02076623068453e-08	14.7290266433907	14.5305709829659
GPR157	-1.48998070030328	-1.60784615384615	-8.40658473715224	1.80034107646129e-10	2.15796438411885e-08	13.8242817044146	14.5193332935583
MTHFD2	1.51680286738351	-0.4477	8.23167297703374	3.11942028885356e-10	3.32818149279991e-08	13.2855935574449	14.4186159769952
TNFSF10	2.19437275985663	7.63575	6.05659535929846	3.55427828221368e-07	1.2457937849102e-05	6.38827970297148	14.1520553881903
DGAT2	-2.00768458781362	2.4096	-6.4311138993075	1.04050340612058e-07	4.47002104868351e-06	7.59039161029053	14.0191725930043
HAVCR2	1.34983154121864	3.111675	8.77385129859518	5.73899214267855e-11	8.70623042394782e-09	14.9441995342385	13.8238466852285
STOML1	1.32291397849462	0.260925	8.90733244282173	3.80215470716964e-11	6.36467587101897e-09	15.347296976109	13.7847242541842
CES1	1.8564623655914	0.342425	6.67926480387535	4.61744623878624e-08	2.21934581843444e-06	8.38618470416109	13.6182618989878
SCARB2	1.54579928315412	-0.05245	7.70996783812059	1.63692617468941e-09	1.35836890855209e-07	11.6603225234852	13.5813475295624
MX2	1.86321863799283	5.20855	6.63402896699147	5.35373232247191e-08	2.52957657554476e-06	8.24122972502768	13.5481024466175
MOV10	1.96183870967742	0.632425	6.32087166723081	1.49353804078467e-07	6.06726394894491e-06	7.2365336128565	13.3910867087742
GNGT2	1.4795017921147	3.781725	7.87851697409103	9.55423922154289e-10	8.43291896381454e-08	12.1882670437255	13.3448160182063
DSC2	-2.31135483870968	0.6717	-5.57690627089107	1.71102248464517e-06	4.55131980915616e-05	4.85339295727418	13.3289923028821
CREB3L2	1.1676917562724	0.81285	9.63000538546055	4.24713769992184e-12	1.21280764495709e-09	17.4909563154551	13.278878154763
THBD	-2.03441218637993	1.744775	-6.10824613138062	3.00022685939295e-07	1.09098136995679e-05	6.55401019165693	13.2701571995417
VRK2	1.21121863799283	1.07525	9.26134735734721	1.28897963202819e-11	2.84425073803674e-09	16.4057443809883	13.1898729415224
CNDP2	1.37545519713262	1.6482	8.28898407357401	2.60436108065489e-10	2.90640709564118e-08	13.4624626772014	13.1827735999198
MASTL	1.6217670250896	-0.267575	7.13509009404518	1.04533985986455e-08	6.42354727811703e-07	9.84222461555687	12.942905004718
ELOVL3	2.63020583717358	1.85817142857143	4.96738408618901	1.23746176671505e-05	0.000225460256227681	2.92817276189678	12.9076515326938
PSG9	1.4758064516129	2.40075	7.6560827913507	1.94544034959559e-09	1.54464204092797e-07	11.4910053251487	12.855723554788
PIGX	-1.36974551971326	0.280225	-8.14004240394731	4.16567118365272e-10	4.30260654490258e-08	13.0020907056393	12.8486444638922
NMI	1.66586379928315	4.6666	6.91858696162583	2.11393950938597e-08	1.15304711778811e-06	9.1518572459186	12.785350474201
SIK1	1.359	-1.377775	8.10693309736333	4.62555675279613e-10	4.67807609509351e-08	12.8994373417251	12.6860421051688
TRIM14	1.75017369727047	1.00538461538462	6.53414846753544	7.42405289352744e-08	3.32166495591051e-06	7.92097544171477	12.4776164997327
L1TD1	2.35208896241154	-4.39689743589744	5.20738503610159	5.69944441374524e-06	0.000119001947985059	3.68136142969937	12.3347484411631
PPM1F	-1.35101075268817	0.5373	-7.89357796314474	9.1066120753408e-10	8.11156849903522e-08	12.2353150092534	12.2140061246508
WFS1	1.77732974910394	-1.042125	6.34910574223976	1.36146017215053e-07	5.64889607325192e-06	7.32716890596643	12.203137275368
ICAM2	1.10301792114695	3.79395	9.39201033786367	8.68003589628734e-12	2.27768833829875e-09	16.7923954428151	12.2010089964922
CYP2J2	1.50079928315412	-0.810325	7.21528407940479	8.0592307352074e-09	5.18192524557143e-07	10.0972581854999	12.1470287785323
THBS4	-2.81100806451613	-2.28253125	-4.51069518258966	5.30047876431561e-05	0.000719753123394969	1.52035068482703	12.0189847383093
SOBP	1.54430107526882	-2.0695	6.83174019709018	2.80600805397734e-08	1.47262336194952e-06	8.87427127577964	11.6624244116289
C3orf38	1.20514336917563	1.879875	8.35147146669694	2.14003564141889e-10	2.44442424029836e-08	13.6549040454623	11.6532290068492
TRIM26	1.13177777777778	1.01135	8.7933847547162	5.40273044611366e-11	8.32620792084405e-09	15.0033222700183	11.6204001026957
GPR180	1.44614695340502	0.349875	7.17010858176944	9.33053747208436e-09	5.80706335361968e-07	9.9536398167943	11.6126950172162
ALG10B	1.42804301075269	-0.1966	7.22314311480472	7.85657245740952e-09	5.11942697912678e-07	10.1222297358099	11.5739556965495
ARL5B	1.7257670250896	1.362025	6.2000637624215	2.21983947456248e-07	8.48520529863274e-06	6.84871170214518	11.4826988300066
CYP4F12	-2.50425448028674	-1.777575	-4.73294515987058	2.62149809372338e-05	0.000407886618460903	2.20069521204192	11.4731178250311
STX17	1.08923297491039	2.2636	8.91185811586301	3.74958508248002e-11	6.36467587101897e-09	15.3609261409264	11.3563612816979
RASGEF1B	1.97481113868211	3.06158974358974	5.56276782815538	1.79192252393024e-06	4.71484438613514e-05	4.80833649029963	11.3486091981017
WLS	-2.01095698924731	0.238175	-5.46496730063188	2.46590890620745e-06	6.10258436543231e-05	4.49707202277984	11.2774929890524
ENPP2	1.81878494623656	-0.303775	5.87126205286072	6.52743746335066e-07	2.01976064849813e-05	5.79412672968098	11.2496528299714
TREX1	1.79239040529363	2.22861538461538	5.93193165268054	5.34992792724573e-07	1.7256627988581e-05	5.98851388490591	11.2412489931611
PARP14	1.90587813620072	6.3875	5.65264478005976	1.33569283732685e-06	3.66334512926734e-05	5.09498518855727	11.195687362276
HARBI1	0.946075268817204	0.508875	9.95853277441939	1.60204770197202e-12	6.76273092975929e-10	18.4429158890192	11.1592648507373
AEN	1.00398566308244	-0.3328	9.42162782530416	7.93822901566777e-12	2.14089626425329e-09	16.8797315083168	11.1445183377314
TCN1	1.77102150537634	4.967875	5.90580067823534	5.82857900642895e-07	1.83732706407203e-05	5.9047739786278	11.0413225539839
KIT	-1.78029759965244	-2.68069696969697	-5.8808151521352	6.32617183426725e-07	1.97494541282639e-05	5.82472654169669	11.0358138263449
VTN	2.21238399690013	-1.2377027027027	5.02144554856554	1.0397337634095e-05	0.000196779241889723	3.09715596639469	11.0244816970586
BST2	1.53730107526882	0.966075	6.55236564011376	6.99413709499091e-08	3.20023015246642e-06	7.97940417829987	10.9997978991156
HES4	2.19820237110559	-0.817692307692308	5.01105232121552	1.07515064587037e-05	0.000202691992636028	3.06463659264464	10.9218359213659
SUCNR1	1.89511993382961	5.13430769230769	5.54327469414039	1.90973952611449e-06	4.93129283485255e-05	4.74623902414399	10.8382399153681
RRAS	1.33710752688172	-0.682075	7.19529755564578	8.59864358037954e-09	5.45648565502647e-07	10.0337345167925	10.784534425762
PANX2	-1.81637992831541	1.06275	-5.69260790002605	1.17196644175979e-06	3.28861912804792e-05	5.22260415866314	10.7731034270589
EXOC3L1	1.88041935483871	-1.044675	5.5386162474544	1.93901776571344e-06	4.99361365711188e-05	4.73140313557801	10.7417417684021
LLGL1	1.6110752688172	0.72625	6.17443462817884	2.41457100255569e-07	9.01952204543005e-06	6.76644301632751	10.6607428568514
TIMM10	1.73975268817204	-0.614025	5.81550797086375	7.83623273174044e-07	2.34098411053748e-05	5.61561045663814	10.622743193598
TMEM60	1.33405376344086	1.241225	7.1171634843597	1.10798627274306e-08	6.72339920128895e-07	9.7851605038654	10.6130188505672
KAZN	-1.78769534050179	-2.149575	-5.66703851365254	1.27425091522354e-06	3.50473148325932e-05	5.1409395765141	10.5380082518398
ATP10A	1.19767383512545	2.922975	7.69292149509769	1.72877968129352e-09	1.4224340614982e-07	11.6067868111297	10.4943299582888
FUT4	1.33739784946236	2.16715	7.03780412433589	1.43395933443152e-08	8.28708998690215e-07	9.53232004557155	10.4898307687071
SDSL	1.35041218637993	-0.578875	6.97487412558832	1.75981741304402e-08	9.85427189311106e-07	9.33157882624685	10.4718150382654
DDX60L	1.93311827956989	6.2795	5.30136299787832	4.2008491687603e-06	9.33973313401069e-05	3.97820163496659	10.3937253573054
ETNK1	1.12981720430108	0.663275	8.00153517514441	6.46033769340548e-10	6.0896522975994e-08	12.5719192129895	10.3827317556504
ABCA1	1.70991039426523	2.773625	5.78848337174842	8.56177144097888e-07	2.53433655245317e-05	5.52912904191199	10.3747725155488
ROPN1L	-1.61059498207885	4.3189	-6.01165869386162	4.11885561229245e-07	1.39825066922194e-05	6.24413438125529	10.2840088191907
TNFAIP6	2.10986738351254	5.936925	4.94281800751013	1.33918353032367e-05	0.000240451219054611	2.85152710837164	10.2817211284959
IL10	1.96161290322581	5.20875	5.20201966765872	5.79945126255028e-06	0.000120830198086053	3.66444395262642	10.27220782016
OLIG1	-1.88283512544803	2.223025	-5.35601397218912	3.51677609907136e-06	8.20778344852976e-05	4.15124789637889	10.2687102918481
TBL1X	-1.00306810035842	-0.4476	-8.75454276927833	6.09220880764579e-11	8.96200838082318e-09	14.8857128333812	10.2465665559963
CASS4	-2.18520020481311	0.0029142857142857	-4.80807591901214	2.06264619420178e-05	0.000338853331632912	2.43282490078616	10.2389200182374
LAG3	1.57549103942652	2.49745	6.078362655141	3.30929644567182e-07	1.18124849967014e-05	6.45811827234437	10.2095983805287
VENTX	-2.42430107526882	-0.0398333333333333	-4.46331404474426	6.15205151924159e-05	0.000808258027067884	1.37665293687009	10.2086834298671
GBP4	1.5933082437276	6.949925	6.00511670082767	4.208205054273e-07	1.41866190527557e-05	6.22315312997999	10.1587789805743
DUSP3	1.76777419354839	-0.088975	5.55288222327176	1.85073829714328e-06	4.81608513280083e-05	4.77684140885952	10.1340395485343
TRIM21	1.39077777777778	4.832075	6.63326609491879	5.36711066600288e-08	2.52957657554476e-06	8.23878464386955	10.1113152814294
BARD1	1.17782437275986	0.102925	7.56530570450818	2.60370408594299e-09	2.02234903763364e-07	11.2052095287311	10.110925410249
MERTK	1.74545161290323	-1.163275	5.55835588867634	1.81793854562521e-06	4.77036901066895e-05	4.79427938983521	10.0196267474946
SP110	1.23754480286738	4.771875	7.18426788233826	8.9117323586437e-09	5.61844217338128e-07	9.99866777741325	9.9622825226069
ACOX2	1.73412737799835	-2.79530769230769	5.53150838631523	1.9845533174989e-06	5.0705337262097e-05	4.7087696194087	9.88857910693279
PNPT1	1.95743727598566	0.514125	5.03415193871962	9.97999060272147e-06	0.000190364889512422	3.13693363223799	9.78888909129024
MPZL1	-1.57881720430108	-0.78825	-5.87104268008424	6.53213352176757e-07	2.01976064849813e-05	5.79342409024525	9.76489748924569
PARP3	1.05820788530466	-0.718	8.01560295063528	6.1781997904114e-10	5.88079821226512e-08	12.6156981420989	9.74518250307028
ZNFX1	1.14120788530466	1.246325	7.51912002170181	3.02067752772807e-09	2.27527193365069e-07	11.0595424659514	9.72297208101925
SULF2	-1.48990322580645	-0.372675	-6.09489901464783	3.13453269423365e-07	1.13134490439831e-05	6.51117938526034	9.69007311935361
APOL6	1.61338709677419	2.773375	5.74448638486067	9.88898307426464e-07	2.87630045379853e-05	5.38840730831565	9.68814487249253
MR1	1.18816845878136	2.003275	7.2465719425018	7.28234574179315e-09	4.7773172166939e-07	10.1966493979905	9.66899257463738
